0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 3 0 0 0 2 0 6 3 3 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 3 9 3 0 0 2 0 0 3 0 0 0 0 3 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 8 0 0 3 6 3 0 6 0 6 0 0 3 6 2 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 11 0 0 2 0 3 7 0 5 6 5 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 3 0 0 3 3 9 0 3 5 2 3 12 6 0 3 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 3 0 3 0 3 3 9 0 3 6 6 0 8 4 3 0 3 6 0 0 5 3 13 9 5 6 9 9 6 3 9 3 0 0 3 0 3 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 9 3 3 5 0 5 7 6 3 0 0 3 6 2 6 9 9 8 6 3 6 3 2 3 12 9 3 3 3 9 3 8 0 2 6 0 0 0 3 6 0 0 0 0 0 0 
0 0 0 0 0 0 3 6 3 0 3 0 3 0 0 6 5 3 6 0 9 6 0 0 3 9 0 9 3 3 6 6 12 0 2 3 3 0 8 3 3 0 0 3 3 9 0 0 0 0 0 0 
0 0 0 0 0 5 0 5 3 0 0 0 6 6 3 0 8 20 2 9 6 3 7 3 6 6 9 3 6 9 3 8 0 9 0 0 0 3 3 6 3 0 3 6 0 0 0 0 0 0 0 0 
0 0 0 0 0 2 6 9 3 9 3 12 0 3 3 12 3 5 0 3 3 9 9 0 3 0 12 5 9 9 3 3 2 3 6 6 3 3 8 6 6 6 3 0 0 8 0 0 0 0 0 0 
0 0 0 0 0 0 2 0 0 3 3 0 3 3 9 6 8 6 3 6 5 3 3 9 6 12 3 9 5 9 6 0 9 0 6 6 3 12 6 6 12 3 8 9 0 12 0 0 0 0 0 0 
0 0 0 0 0 0 3 0 12 0 6 3 15 3 0 0 3 3 3 0 6 5 3 15 6 12 3 5 5 3 0 15 6 3 6 15 15 0 6 6 6 6 0 5 6 6 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 3 9 6 3 0 3 3 0 6 8 17 9 2 3 3 3 9 12 3 9 3 3 9 3 3 5 0 8 12 3 6 12 6 3 12 3 6 5 0 0 0 0 0 0 
0 0 0 0 0 3 0 2 3 3 0 0 5 3 3 8 0 0 9 3 0 5 6 8 3 12 12 0 3 14 3 6 8 6 3 3 6 5 9 9 9 0 3 0 0 3 0 0 0 0 0 0 
0 0 0 0 0 2 0 0 12 6 8 3 12 6 3 3 6 9 11 3 8 3 0 6 19 6 3 9 9 6 12 12 6 0 3 8 6 3 3 6 6 6 5 6 2 0 0 0 0 0 0 0 
6 3 6 0 4 6 0 6 0 0 9 3 12 11 5 6 9 0 9 9 6 3 3 14 6 6 3 9 3 3 3 6 9 5 9 3 12 6 3 3 6 0 3 3 3 3 3 6 0 0 3 0 
0 3 2 8 6 3 6 10 6 3 12 8 3 6 3 9 3 6 3 12 18 20 0 8 11 11 9 3 2 9 2 6 6 8 6 9 3 2 8 3 3 0 3 3 0 3 3 3 0 3 3 0 
6 8 0 6 0 3 0 6 0 3 6 12 6 5 3 3 0 4 6 0 6 3 6 9 9 9 15 3 2 0 0 0 0 14 6 2 0 15 12 5 9 6 5 3 8 3 0 6 3 6 0 0 
0 3 0 0 8 3 3 0 12 18 0 3 8 9 6 6 6 18 9 12 9 6 6 6 9 3 14 3 9 14 3 0 5 6 9 3 8 6 9 8 3 12 9 3 6 2 3 6 6 0 0 0 
9 0 0 6 3 14 3 2 6 0 0 11 8 6 0 3 6 13 6 3 14 3 3 8 0 6 6 9 5 9 0 0 3 9 6 6 6 9 3 3 6 0 3 6 3 6 9 5 0 0 3 0 
2 6 6 0 2 9 0 3 0 9 6 9 9 0 16 12 0 3 3 5 6 0 11 6 3 6 3 0 6 6 12 5 6 6 3 0 3 0 3 0 9 5 6 3 2 6 5 5 3 12 0 3 
6 5 3 9 6 3 3 6 3 8 3 5 6 6 4 3 3 0 18 9 2 5 6 6 15 15 8 6 3 8 0 3 9 12 6 12 12 5 9 6 12 3 0 3 6 0 11 2 0 6 3 0 
2 6 3 2 6 3 6 3 0 3 6 6 2 6 0 9 6 13 9 10 8 5 3 11 6 8 0 5 3 0 9 6 12 9 6 18 15 11 0 0 3 12 6 3 6 0 0 3 3 3 0 0 
0 3 3 6 9 12 9 6 6 18 6 0 2 6 6 3 3 12 6 12 3 9 3 3 8 6 13 17 6 12 8 6 8 5 12 5 6 3 3 0 3 6 0 11 0 3 0 6 6 4 0 0 
