0 0 0 0 0 9 2 9 12 8 12 5 24 6 8 6 12 6 14 9 0 0 0 0 0 0 
0 0 0 0 0 11 3 6 11 11 12 15 8 12 9 12 13 17 12 2 3 0 0 0 0 0 
0 0 0 0 0 5 18 5 20 12 23 18 23 8 15 33 24 8 6 19 11 0 0 0 0 0 
0 0 0 0 0 15 20 24 11 27 15 24 21 27 12 6 23 35 38 14 15 0 0 0 0 0 
0 0 0 0 0 3 15 24 9 9 20 15 17 28 18 23 20 30 20 22 11 0 0 0 0 0 
6 9 10 8 14 12 17 21 11 21 26 18 23 17 18 23 19 26 6 15 20 11 6 20 14 6 
12 12 12 15 15 26 14 26 18 36 26 24 9 17 31 27 33 20 36 21 35 20 6 6 14 3 
14 18 5 20 18 14 24 28 22 22 32 26 30 32 34 20 33 17 32 9 21 9 18 20 6 6 
18 26 20 34 22 21 21 40 25 20 15 32 29 42 11 30 18 17 24 20 18 20 14 15 3 9 
9 21 15 12 18 8 22 21 18 28 23 24 32 33 26 37 24 26 14 17 21 26 15 27 15 15 
6 15 24 18 21 23 27 26 26 39 25 21 14 23 18 17 23 9 24 18 14 28 23 14 15 5 
12 15 19 20 21 9 29 20 29 12 17 27 12 18 26 27 18 12 27 35 20 38 18 20 14 8 
20 14 21 20 20 14 26 20 22 28 30 24 35 15 32 24 19 31 39 31 27 24 17 5 24 3 
11 5 12 18 21 24 22 26 15 20 21 35 24 32 11 32 29 41 31 35 26 27 16 9 27 0 
15 12 23 21 41 26 27 39 11 18 27 30 29 32 18 40 22 17 21 34 18 21 20 20 6 0 
18 12 14 21 20 45 44 21 42 23 16 15 36 36 28 20 33 17 18 15 21 31 12 2 0 3 
15 14 20 17 27 8 24 21 41 29 33 26 26 29 35 21 27 17 39 15 22 15 20 18 14 3 
9 6 16 10 16 26 33 26 41 26 9 33 36 15 26 12 27 20 20 36 25 14 15 15 12 3 
9 17 9 23 32 21 23 20 17 20 15 21 26 28 21 29 8 26 24 41 14 29 19 14 9 3 
9 9 17 0 17 20 40 27 17 15 41 18 17 41 15 9 23 27 30 9 14 15 14 21 15 6 
3 3 0 6 6 17 18 21 27 30 37 34 18 21 30 32 20 19 15 6 12 3 3 6 3 0 
0 0 0 0 0 12 24 15 18 15 6 21 34 18 6 24 28 22 12 16 13 0 0 0 0 0 
0 0 0 0 0 6 14 18 6 18 32 21 14 11 21 20 27 9 21 15 3 0 0 0 0 0 
0 0 0 0 0 8 12 14 12 11 20 12 24 27 19 32 15 11 11 15 6 0 0 0 0 0 
0 0 0 0 0 2 9 3 11 16 6 17 16 29 12 6 27 15 12 20 3 0 0 0 0 0 
0 0 0 0 0 0 0 11 3 0 3 6 9 9 6 9 3 0 11 6 3 0 0 0 0 0 
