Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
22825.22 ; 0.5785807
22826.97 ; 0.5755802
22828.71 ; 0.5730638
22830.46 ; 0.5708717
22832.2 ; 0.5689442
22833.95 ; 0.5672002
22835.69 ; 0.5656179
22839.18 ; 0.5627854
22842.67 ; 0.5602791
22846.16 ; 0.5579965
22849.65 ; 0.5558713
22853.13 ; 0.5538663
22860.65 ; 0.5498036
22868.16 ; 0.5459893
22875.68 ; 0.5423209
22883.19 ; 0.5387492
22898.22 ; 0.5317816
22913.24 ; 0.5249702
22943.3 ; 0.5115423
22973.35 ; 0.4982669
23076.4 ; 0.4532758
23222.39 ; 0.3905346
23368.38 ; 0.3293642
23660.35 ; 0.213379
23806.34 ; 0.1605896
23879.34 ; 0.135701
23952.33 ; 0.1122172
24025.33 ; 0.09050996
24098.32 ; 0.0706327
24171.31 ; 0.05283986
24207.81 ; 0.04479344
24244.3 ; 0.03742098
24270.07 ; 0.03264528
24295.83 ; 0.02821967
24321.59 ; 0.02408083
24347.35 ; 0.02038254
24373.12 ; 0.01709424
24386.0 ; 0.01560333
24398.88 ; 0.01421978
24411.76 ; 0.01295075
24424.64 ; 0.01179425
24437.52 ; 0.01073675
24450.4 ; 0.009809033
24458.99 ; 0.00925792
24467.58 ; 0.008761088
24476.17 ; 0.008319346
24484.75 ; 0.00793385
24493.34 ; 0.007603003
24497.64 ; 0.007458591
24501.93 ; 0.007329722
24506.23 ; 0.007215582
24510.52 ; 0.00711649
24514.81 ; 0.007032203
24519.1 ; 0.006962824
24524.47 ; 0.006897154
24527.16 ; 0.006873172
24529.84 ; 0.006855233
24532.53 ; 0.006843231
24535.21 ; 0.006837281
24537.9 ; 0.006837369
24540.58 ; 0.006843521
24543.54 ; 0.006857385
24546.49 ; 0.006878621
24549.44 ; 0.006907301
24552.39 ; 0.006943465
24555.34 ; 0.006987148
24558.29 ; 0.007038389
24561.24 ; 0.007097228
24564.19 ; 0.007163701
24570.1 ; 0.007320002
24576.0 ; 0.007507077
24581.9 ; 0.007725485
24587.8 ; 0.007975654
24593.17 ; 0.008231913
24598.54 ; 0.008516032
24603.91 ; 0.008826291
24609.27 ; 0.009162203
24620.01 ; 0.00991755
24630.74 ; 0.01078405
24641.48 ; 0.01176541
24652.21 ; 0.01286193
24662.95 ; 0.0140779
24673.68 ; 0.01542119
24687.64 ; 0.01735274
24701.59 ; 0.01948945
24715.55 ; 0.02184239
24729.5 ; 0.02441231
24743.46 ; 0.02721231
24757.41 ; 0.03024877
24785.32 ; 0.03705506
24813.23 ; 0.04485414
24841.14 ; 0.05386805
24869.05 ; 0.06378729
24896.95 ; 0.07487644
24922.72 ; 0.08632552
24948.48 ; 0.09885
24974.24 ; 0.1123977
25000.0 ; 0.1271031
25032.6 ; 0.1476251
25065.19 ; 0.1702654
25097.79 ; 0.1951619
25130.38 ; 0.2224343
25162.98 ; 0.2522434
25195.57 ; 0.2848126
25260.75 ; 0.3585788
25325.94 ; 0.445109
25391.13 ; 0.5461132
