0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 240 227 237 222 263 282 211 194 186 151 0 0 0 0 0 0 0 0 0 0 239 264 191 248 251 325 300 316 244 193 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 229 232 228 205 202 185 225 216 203 114 0 0 0 0 0 0 0 0 0 0 185 220 234 279 235 244 186 173 201 111 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268 271 191 262 237 218 247 180 183 181 0 0 0 0 0 0 0 0 0 0 268 250 221 246 250 247 244 179 191 158 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 310 283 296 232 273 175 248 184 189 142 0 0 0 0 0 0 0 0 0 0 265 265 227 265 214 228 226 178 155 144 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 365 292 232 267 279 213 254 188 144 154 0 0 0 0 0 0 0 0 0 0 382 266 237 280 221 205 217 236 202 142 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 323 333 280 264 276 224 253 236 248 195 0 0 0 0 0 0 0 0 0 0 352 277 257 264 229 214 213 182 177 148 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 336 367 294 298 264 238 229 246 264 246 0 0 0 0 0 0 0 0 0 0 322 281 288 264 272 213 266 201 192 140 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 366 329 288 245 327 287 291 262 350 235 0 0 0 0 0 0 0 0 0 0 350 373 338 277 227 249 210 191 217 177 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 430 354 347 302 302 298 316 348 353 352 0 0 0 0 0 0 0 0 0 0 428 316 302 314 313 237 250 255 230 169 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 393 425 418 511 463 461 501 450 492 440 0 0 0 0 0 0 0 0 0 0 389 435 478 435 431 452 374 366 330 295 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 254 388 500 521 532 642 506 541 486 366 0 0 0 0 0 0 0 0 0 0 407 482 558 531 605 632 578 599 398 337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 244 260 331 329 428 401 345 378 265 215 0 0 0 0 0 0 0 0 0 0 329 469 463 411 442 411 416 385 328 268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 182 287 268 295 297 345 311 318 251 204 0 0 0 0 0 0 0 0 0 0 417 346 370 352 353 360 326 309 289 262 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 195 224 244 268 260 331 271 253 265 179 0 0 0 0 0 0 0 0 0 0 440 362 392 385 313 302 310 314 279 247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 237 285 281 277 251 254 253 264 263 155 0 0 0 0 0 0 0 0 0 0 379 384 389 375 305 297 266 267 221 178 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 212 198 235 256 284 299 254 289 268 234 0 0 0 0 0 0 0 0 0 0 411 386 377 352 319 329 265 297 249 218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 276 259 236 291 213 219 301 244 275 204 0 0 0 0 0 0 0 0 0 0 426 377 337 288 316 323 300 296 243 266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 264 260 251 257 253 278 290 271 244 330 0 0 0 0 0 0 0 0 0 0 424 375 337 316 260 285 269 346 260 234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 250 252 293 283 309 306 345 300 245 289 0 0 0 0 0 0 0 0 0 0 434 381 385 366 325 326 362 385 354 335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 264 355 386 417 445 501 517 434 392 355 0 0 0 0 0 0 0 0 0 0 524 443 420 488 490 427 525 422 483 365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 509 535 595 707 683 689 660 645 534 369 0 0 0 0 0 0 0 0 0 0 456 485 648 599 617 593 657 482 409 298 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 390 402 377 500 414 426 433 385 397 309 0 0 0 0 0 0 0 0 0 0 404 425 372 354 434 336 379 300 282 161 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 354 381 345 344 431 387 409 350 323 254 0 0 0 0 0 0 0 0 0 0 386 322 338 349 283 326 327 251 215 155 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 356 399 369 398 336 324 253 306 243 208 0 0 0 0 0 0 0 0 0 0 437 361 361 302 286 346 244 252 240 177 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 359 370 352 349 328 315 243 333 283 205 0 0 0 0 0 0 0 0 0 0 342 352 360 341 281 286 248 214 195 153 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 425 340 342 320 321 338 272 290 270 227 0 0 0 0 0 0 0 0 0 0 367 327 284 278 299 273 240 209 188 167 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 398 368 334 268 301 330 229 219 270 254 0 0 0 0 0 0 0 0 0 0 342 364 313 251 328 264 305 219 245 147 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 399 373 365 352 276 300 281 290 266 241 0 0 0 0 0 0 0 0 0 0 404 342 356 308 270 321 271 263 204 149 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 337 404 341 333 306 318 315 342 326 240 0 0 0 0 0 0 0 0 0 0 387 323 353 314 321 258 291 282 255 181 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 391 412 419 416 474 487 515 440 425 348 0 0 0 0 0 0 0 0 0 0 333 399 372 332 445 409 366 362 295 170 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 257 391 471 572 556 536 626 574 480 417 0 0 0 0 0 0 0 0 0 0 419 498 599 630 636 565 633 659 474 383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 222 310 308 330 369 387 310 338 328 258 0 0 0 0 0 0 0 0 0 0 432 404 373 374 445 441 349 396 317 262 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 230 277 285 274 324 293 283 259 218 258 0 0 0 0 0 0 0 0 0 0 365 330 355 351 351 342 337 292 314 186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 186 219 274 286 291 274 265 257 254 185 0 0 0 0 0 0 0 0 0 0 381 330 360 296 300 318 335 260 243 130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 197 197 261 280 264 197 266 196 213 141 0 0 0 0 0 0 0 0 0 0 333 316 303 285 249 206 249 290 187 166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
