319 408 463 455 563 518 656 600 632 643 657 622 605 659 546 654 690 628 590 628 548 519 501 408 311 160 
404 521 649 632 657 771 790 751 828 795 821 869 777 783 862 865 792 787 806 797 705 619 599 564 490 219 
580 570 701 709 780 920 913 963 878 1006 899 1060 1006 1041 952 944 996 942 928 908 837 839 808 713 527 203 
506 589 730 854 983 935 966 1027 1065 1018 1001 1189 1083 1129 1022 1021 1075 1038 916 971 893 767 790 703 544 227 
564 709 840 781 919 948 1020 1011 1054 1050 1175 1128 1191 1111 1253 1173 1111 1200 1230 1026 1031 963 858 828 674 266 
556 699 865 903 925 1047 1211 1167 1101 1184 1138 1248 1147 1243 1236 1159 1123 1218 1175 1123 1028 1049 1000 787 679 316 
586 741 869 967 1097 1036 1147 1328 1153 1251 1283 1344 1276 1307 1200 1291 1297 1292 1121 1037 1007 1038 885 806 684 283 
654 768 975 897 1176 1097 1129 1285 1289 1325 1275 1337 1366 1242 1311 1293 1304 1282 1281 1240 1082 994 933 801 649 313 
619 853 888 1016 1044 1234 1242 1217 1297 1245 1356 1449 1286 1505 1391 1377 1260 1321 1189 1175 1081 1073 880 914 748 316 
611 816 962 977 1207 1216 1150 1315 1401 1290 1375 1383 1416 1318 1484 1393 1405 1255 1309 1218 1180 1108 1095 804 723 333 
657 812 925 1110 1115 1325 1228 1294 1240 1492 1387 1394 1376 1319 1436 1395 1330 1362 1352 1154 1142 1108 969 879 790 302 
658 761 968 1034 1148 1277 1186 1340 1425 1344 1420 1309 1319 1398 1336 1401 1361 1342 1260 1301 1216 1164 1063 903 722 302 
605 871 884 1118 1164 1212 1161 1237 1316 1371 1410 1417 1363 1332 1317 1334 1467 1362 1194 1205 1215 1129 1055 960 787 254 
656 861 1032 1057 1107 1191 1326 1291 1369 1300 1330 1311 1416 1369 1334 1302 1465 1326 1283 1300 1139 1107 934 918 777 332 
631 867 964 1054 1213 1255 1410 1361 1324 1444 1467 1317 1446 1365 1340 1434 1282 1323 1296 1153 1203 1097 1012 988 731 333 
578 815 1009 1057 1157 1187 1319 1301 1245 1453 1254 1431 1411 1247 1401 1341 1364 1369 1270 1289 1189 1133 989 920 807 311 
700 662 833 1016 1232 1198 1200 1212 1352 1357 1280 1403 1368 1341 1382 1302 1493 1365 1241 1224 1211 1051 1047 882 742 280 
602 917 874 1037 1110 1159 1188 1337 1267 1334 1149 1298 1299 1317 1254 1366 1302 1276 1245 1141 1064 1110 1044 949 792 267 
566 709 788 998 937 1011 1151 1147 1235 1273 1149 1386 1245 1414 1267 1288 1260 1294 1220 1164 1169 994 1000 934 704 260 
539 772 856 1034 1158 1140 1156 1188 1205 1201 1231 1290 1182 1234 1182 1216 1251 1218 1126 1210 1022 1096 949 831 607 298 
558 658 886 945 918 935 1107 1173 1163 1156 1212 1258 1108 1160 1078 1123 1075 1217 1078 996 1092 1039 869 804 709 263 
522 677 869 947 995 1038 1053 1103 1037 1204 1034 1145 1125 1115 1097 1154 1037 1156 1055 1095 928 918 773 715 635 186 
519 628 678 791 858 919 849 1043 963 1111 1018 1132 988 1076 1023 1068 993 1017 1000 875 824 847 869 652 549 299 
403 581 637 721 780 808 927 871 882 904 938 936 889 899 914 946 840 874 835 784 780 737 690 576 525 217 
399 548 566 576 608 739 659 724 712 747 724 852 779 772 784 684 755 663 653 626 662 620 578 552 453 205 
158 222 197 241 278 267 251 303 303 299 231 319 330 322 326 282 246 318 316 302 322 262 283 199 198 60 
